feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2347742	2348938	+						2932310	PPA_RS10910	1197		old_locus_tag=PPA2167
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2347742	2348938	+	WP_002516352.1	WP_002516352.1		allantoate amidohydrolase		2932310	PPA_RS10910	1197	398	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2348935	2350275	+						2932305	PPA_RS10915	1341		old_locus_tag=PPA2168
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2348935	2350275	+	WP_002516248.1	WP_002516248.1		formimidoylglutamate deiminase		2932305	PPA_RS10915	1341	446	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2350272	2351462	+						2932299	PPA_RS10920	1191		old_locus_tag=PPA2169
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2350272	2351462	+	WP_002516336.1	WP_002516336.1		imidazolonepropionase		2932299	PPA_RS10920	1191	396	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2351598	2353133	+						2932300	PPA_RS10925	1536		old_locus_tag=PPA2170
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2351598	2353133	+	WP_002518175.1	WP_002518175.1		histidine ammonia-lyase		2932300	PPA_RS10925	1536	511	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2353310	2353648	+						2932292	PPA_RS10930	339		old_locus_tag=PPA2171
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2353310	2353648	+	WP_002519540.1	WP_002519540.1		hypothetical protein		2932292	PPA_RS10930	339	112	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2353651	2353995	+						23324764	PPA_RS10935	345		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2353651	2353995	+	WP_002516265.1	WP_002516265.1		type I-E CRISPR-associated endoribonuclease Cas2		23324764	PPA_RS10935	345	114	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2354102	2354836	-						2932285	PPA_RS10940	735		old_locus_tag=PPA2172
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2354102	2354836	-	WP_002530780.1	WP_002530780.1		NAD-dependent protein deacetylase		2932285	PPA_RS10940	735	244	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2354839	2355558	-						2932286	PPA_RS10945	720		old_locus_tag=PPA2173
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2354839	2355558	-	WP_002518194.1	WP_002518194.1		hypothetical protein		2932286	PPA_RS10945	720	239	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2355632	2356879	-						2932281	PPA_RS10950	1248		old_locus_tag=PPA2174
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2355632	2356879	-	WP_011184005.1	WP_011184005.1		aminopeptidase		2932281	PPA_RS10950	1248	415	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2357193	2358224	+						2932277	PPA_RS10955	1032		old_locus_tag=PPA2175
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2357193	2358224	+	WP_002516261.1	WP_002516261.1		septal ring lytic transglycosylase RlpA family protein		2932277	PPA_RS10955	1032	343	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2358316	2359131	-						2932269	PPA_RS10960	816		old_locus_tag=PPA2176
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2358316	2359131	-	WP_002516219.1	WP_002516219.1		hypothetical protein		2932269	PPA_RS10960	816	271	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2359454	2359765	+						2932270	PPA_RS10965	312		old_locus_tag=PPA2177
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2359454	2359765	+	WP_002516339.1	WP_002516339.1		antitoxin VapB		2932270	PPA_RS10965	312	103	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2359743	2360306	+						2932264	PPA_RS10970	564		old_locus_tag=PPA2178
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2359743	2360306	+	WP_002531124.1	WP_002531124.1		hypothetical protein		2932264	PPA_RS10970	564	187	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2360337	2361842	-						2932256	PPA_RS10975	1506		old_locus_tag=PPA2179
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2360337	2361842	-	WP_009639929.1	WP_009639929.1		potassium/proton antiporter		2932256	PPA_RS10975	1506	501	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2361841	2362056	+						30769472	PPA_RS13155	216		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2361841	2362056	+	WP_073842122.1	WP_073842122.1		hypothetical protein		30769472	PPA_RS13155	216	71	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2361995	2362543	-						23324765	PPA_RS10980	549		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2361995	2362543	-	WP_002519719.1	WP_002519719.1		hypothetical protein		23324765	PPA_RS10980	549	182	
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2362677	2362764	-						2932252	PPA_RS10985	88		old_locus_tag=PPA2458
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2362677	2362764	-				tRNA-Ser		2932252	PPA_RS10985	88		anticodon=CGA
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2362884	2364251	-						2932246	PPA_RS10990	1368		old_locus_tag=PPA2181
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2362884	2364251	-	WP_002519546.1	WP_002519546.1		hypothetical protein		2932246	PPA_RS10990	1368	455	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2364248	2364697	-						2932241	PPA_RS10995	450		old_locus_tag=PPA2182
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2364248	2364697	-	WP_002519547.1	WP_002519547.1		nucleoside deaminase		2932241	PPA_RS10995	450	149	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2364734	2365366	-						2932234	PPA_RS11000	633		old_locus_tag=PPA2183
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2364734	2365366	-	WP_002516258.1	WP_002516258.1		tRNA adenosine deaminase		2932234	PPA_RS11000	633	210	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2365591	2366217	+						2932235	PPA_RS11005	627		old_locus_tag=PPA2184
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2365591	2366217	+	WP_002519548.1	WP_002519548.1		uracil phosphoribosyltransferase		2932235	PPA_RS11005	627	208	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2366214	2366957	+						2932231	PPA_RS11010	744		old_locus_tag=PPA2185
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2366214	2366957	+	WP_002516309.1	WP_002516309.1		acyl dehydratase		2932231	PPA_RS11010	744	247	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2366994	2367563	-						2932225	PPA_RS11015	570		old_locus_tag=PPA2186
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2366994	2367563	-	WP_002519549.1	WP_002519549.1		hypothetical protein		2932225	PPA_RS11015	570	189	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2367562	2367708	+						23324766	PPA_RS11020	147		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2367562	2367708	+	WP_002516179.1	WP_002516179.1		hypothetical protein		23324766	PPA_RS11020	147	48	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2367916	2369796	+						2932218	PPA_RS11025	1881		old_locus_tag=PPA2187
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2367916	2369796	+	WP_002519550.1	WP_002519550.1		potassium transporter Kup		2932218	PPA_RS11025	1881	626	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2369851	2370564	-						2932219	PPA_RS11030	714		old_locus_tag=PPA2188
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2369851	2370564	-	WP_002516304.1	WP_002516304.1		type 1 glutamine amidotransferase		2932219	PPA_RS11030	714	237	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2370598	2370864	+						31473913	PPA_RS13485	267		old_locus_tag=PPA2189
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2370598	2370864	+	WP_002519551.1	WP_002519551.1		hypothetical protein		31473913	PPA_RS13485	267	88	
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2370946	2371018	-						2932207	PPA_RS11040	73		old_locus_tag=PPA2459
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2370946	2371018	-				tRNA-Arg		2932207	PPA_RS11040	73		anticodon=ACG
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2371249	2371338	-						2932197	PPA_RS11050	90		old_locus_tag=PPA2460
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2371249	2371338	-				tRNA-Ser		2932197	PPA_RS11050	90		anticodon=GCT
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2371561	2373414	+						2932192	PPA_RS11055	1854		old_locus_tag=PPA2190
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2371561	2373414	+	WP_002518181.1	WP_002518181.1		membrane protein		2932192	PPA_RS11055	1854	617	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2373463	2374434	-						2932187	PPA_RS11060	972		old_locus_tag=PPA2191
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2373463	2374434	-	WP_002531126.1	WP_002531126.1		LacI family DNA-binding transcriptional regulator		2932187	PPA_RS11060	972	323	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2374475	2375710	-						2932188	PPA_RS11065	1236		old_locus_tag=PPA2192
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2374475	2375710	-	WP_002518187.1	WP_002518187.1		galactokinase		2932188	PPA_RS11065	1236	411	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2375688	2375973	+						30769474	PPA_RS13165	286		pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2375688	2375973	+				sodium:solute symporter		30769474	PPA_RS13165	286		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2375928	2377637	+						2932182	PPA_RS11070	1710		old_locus_tag=PPA2193
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2375928	2377637	+	WP_041444198.1	WP_041444198.1		Na+/galactose cotransporter		2932182	PPA_RS11070	1710	569	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2377702	2377920	+						23324768	PPA_RS11075	219		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2377702	2377920	+	WP_002519553.1	WP_002519553.1		hypothetical protein		23324768	PPA_RS11075	219	72	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2378024	2378515	-						2932166	PPA_RS11080	492		old_locus_tag=PPA2195
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2378024	2378515	-	WP_002519554.1	WP_002519554.1		hypothetical protein		2932166	PPA_RS11080	492	163	
gene	tRNA	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2378584	2378669	-						2932167	PPA_RS11085	86		old_locus_tag=PPA2461
tRNA		GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2378584	2378669	-				tRNA-Ser		2932167	PPA_RS11085	86		anticodon=TGA
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2378865	2379350	-						23324769	PPA_RS11090	486		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2378865	2379350	-	WP_041444200.1	WP_041444200.1		hypothetical protein		23324769	PPA_RS11090	486	161	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2379767	2380417	-						2933181	PPA_RS11095	651		old_locus_tag=PPA2199
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2379767	2380417	-	WP_002524527.1	WP_002524527.1		hypothetical protein		2933181	PPA_RS11095	651	216	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2380556	2381557	+						2933130	PPA_RS11100	1002		old_locus_tag=PPA2200
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2380556	2381557	+	WP_002516373.1	WP_002516373.1		NAD(P)H quinone oxidoreductase		2933130	PPA_RS11100	1002	333	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2381765	2383180	+						2933105	PPA_RS11105	1416		old_locus_tag=PPA2201
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2381765	2383180	+	WP_002516335.1	WP_002516335.1		argininosuccinate synthase		2933105	PPA_RS11105	1416	471	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2383324	2383533	+						30769475	PPA_RS13170	210		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2383324	2383533	+	WP_073842123.1	WP_073842123.1		DUF4282 domain-containing protein		30769475	PPA_RS13170	210	69	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2383635	2384843	+						2933106	PPA_RS11115	1209		old_locus_tag=PPA2202
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2383635	2384843	+	WP_002516269.1	WP_002516269.1		MFS transporter		2933106	PPA_RS11115	1209	402	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2384892	2387051	-						2932009	PPA_RS11120	2160		old_locus_tag=PPA2203
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2384892	2387051	-	WP_002518166.1	WP_002518166.1		sodium:proton antiporter		2932009	PPA_RS11120	2160	719	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2387391	2387957	+						2933100	PPA_RS11125	567		old_locus_tag=PPA2204
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2387391	2387957	+	WP_002516189.1	WP_002516189.1		WhiB family transcriptional regulator		2933100	PPA_RS11125	567	188	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2388030	2388785	+						2933101	PPA_RS11130	756		old_locus_tag=PPA2205
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2388030	2388785	+	WP_002519558.1	WP_002519558.1		HAD family hydrolase		2933101	PPA_RS11130	756	251	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2388911	2389060	+						23324771	PPA_RS11135	150		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2388911	2389060	+	WP_002516220.1	WP_002516220.1		thiazolylpeptide-type bacteriocin		23324771	PPA_RS11135	150	49	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2389154	2390115	+						30769476	PPA_RS13175	962		pseudo
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2389154	2390115	+				ABC transporter		30769476	PPA_RS13175	962		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2390105	2390839	+						2931076	PPA_RS11150	735		old_locus_tag=PPA2207
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2390105	2390839	+	WP_002519725.1	WP_002519725.1		ABC transporter permease		2931076	PPA_RS11150	735	244	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2390836	2391033	+						23324773	PPA_RS11155	198		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2390836	2391033	+	WP_002518180.1	WP_002518180.1		hypothetical protein		23324773	PPA_RS11155	198	65	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2391179	2391763	+						23324774	PPA_RS11160	585		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2391179	2391763	+	WP_002531129.1	WP_002531129.1		XRE family transcriptional regulator		23324774	PPA_RS11160	585	194	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2391788	2392516	+						2933097	PPA_RS11165	729		old_locus_tag=PPA2209
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2391788	2392516	+	WP_002531130.1	WP_002531130.1		hypothetical protein		2933097	PPA_RS11165	729	242	
gene	pseudogene	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2392927	2394194	+						31473914	PPA_RS13490	1268		pseudo;old_locus_tag=PPA2210
CDS	without_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2392927	2394194	+				adhesin		31473914	PPA_RS13490	1268		pseudo
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2394342	2395727	-						2931523	PPA_RS11175	1386		old_locus_tag=PPA2211
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2394342	2395727	-	WP_002530903.1	WP_002530903.1		cytosine permease		2931523	PPA_RS11175	1386	461	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2395883	2396185	-						30769480	PPA_RS13195	303		
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2395883	2396185	-	WP_002524518.1	WP_002524518.1		ferredoxin		30769480	PPA_RS13195	303	100	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2396185	2397555	-						2931524	PPA_RS11180	1371		old_locus_tag=PPA2212
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2396185	2397555	-	WP_002516338.1	WP_002516338.1		FAD-dependent oxidoreductase		2931524	PPA_RS11180	1371	456	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2397552	2398385	-						2931513	PPA_RS11185	834		old_locus_tag=PPA2213
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2397552	2398385	-	WP_002519729.1	WP_002519729.1		electron transfer flavoprotein subunit alpha/FixB family protein		2931513	PPA_RS11185	834	277	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2398463	2399224	-						2931446	PPA_RS11190	762		old_locus_tag=PPA2214
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2398463	2399224	-	WP_002530902.1	WP_002530902.1		electron transfer flavoprotein subunit alpha		2931446	PPA_RS11190	762	253	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2399333	2400499	-						2933070	PPA_RS11195	1167		old_locus_tag=PPA2215
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2399333	2400499	-	WP_002516351.1	WP_002516351.1		CoA transferase		2933070	PPA_RS11195	1167	388	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2400537	2401685	-						2933071	PPA_RS11200	1149		old_locus_tag=PPA2216
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2400537	2401685	-	WP_002514161.1	WP_002514161.1		acyl-CoA dehydrogenase		2933071	PPA_RS11200	1149	382	
gene	protein_coding	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2401911	2402669	-						2933058	PPA_RS11205	759		old_locus_tag=PPA2217
CDS	with_protein	GCF_000008345.1	Primary Assembly	chromosome		NC_006085.1	2401911	2402669	-	WP_002519730.1	WP_002519730.1		IclR family transcriptional regulator		2933058	PPA_RS11205	759	252	
